t_s,stroke_deg,pitch_deg,alpha_deg,speed_mps
0.35560,10.501,-44.756,44.756,0.21378
0.35570,10.687,-44.755,44.755,0.21366
0.35580,10.872,-44.754,44.754,0.21354
0.35590,11.058,-44.753,44.753,0.21341
0.35600,11.243,-44.753,44.753,0.21329
0.35610,11.428,-44.752,44.752,0.21316
0.35620,11.613,-44.751,44.751,0.21303
0.35630,11.798,-44.750,44.750,0.21289
0.35640,11.983,-44.749,44.749,0.21276
0.35650,12.167,-44.748,44.748,0.21262
0.35660,12.352,-44.747,44.747,0.21248
0.35670,12.536,-44.746,44.746,0.21234
0.35680,12.720,-44.745,44.745,0.21220
0.35690,12.905,-44.744,44.744,0.21205
0.35700,13.089,-44.743,44.743,0.21190
0.35710,13.272,-44.742,44.742,0.21175
0.35720,13.456,-44.741,44.741,0.21160
0.35730,13.640,-44.740,44.740,0.21145
0.35740,13.823,-44.739,44.739,0.21129
0.35750,14.007,-44.737,44.737,0.21113
0.35760,14.190,-44.736,44.736,0.21097
0.35770,14.373,-44.735,44.735,0.21081
0.35780,14.556,-44.734,44.734,0.21064
0.35790,14.739,-44.733,44.733,0.21048
0.35800,14.921,-44.731,44.731,0.21031
0.35810,15.104,-44.730,44.730,0.21014
0.35820,15.286,-44.729,44.729,0.20997
0.35830,15.468,-44.728,44.728,0.20979
0.35840,15.650,-44.726,44.726,0.20961
0.35850,15.832,-44.725,44.725,0.20944
0.35860,16.014,-44.724,44.724,0.20925
0.35870,16.196,-44.722,44.722,0.20907
0.35880,16.377,-44.721,44.721,0.20889
0.35890,16.558,-44.719,44.719,0.20870
0.35900,16.739,-44.718,44.718,0.20851
0.35910,16.920,-44.716,44.716,0.20832
0.35920,17.101,-44.715,44.715,0.20813
0.35930,17.282,-44.713,44.713,0.20793
0.35940,17.462,-44.712,44.712,0.20773
0.35950,17.642,-44.710,44.710,0.20753
0.35960,17.822,-44.708,44.708,0.20733
0.35970,18.002,-44.707,44.707,0.20713
0.35980,18.182,-44.705,44.705,0.20692
0.35990,18.362,-44.703,44.703,0.20671
0.36000,18.541,-44.702,44.702,0.20650
0.36010,18.720,-44.700,44.700,0.20629
0.36020,18.899,-44.698,44.698,0.20608
0.36030,19.078,-44.696,44.696,0.20586
0.36040,19.257,-44.695,44.695,0.20564
0.36050,19.435,-44.693,44.693,0.20542
0.36060,19.613,-44.691,44.691,0.20520
0.36070,19.791,-44.689,44.689,0.20498
0.36080,19.969,-44.687,44.687,0.20475
0.36090,20.147,-44.685,44.685,0.20452
0.36100,20.324,-44.683,44.683,0.20429
0.36110,20.502,-44.681,44.681,0.20406
0.36120,20.679,-44.679,44.679,0.20383
0.36130,20.855,-44.677,44.677,0.20359
0.36140,21.032,-44.675,44.675,0.20335
0.36150,21.208,-44.673,44.673,0.20311
0.36160,21.385,-44.670,44.670,0.20287
0.36170,21.561,-44.668,44.668,0.20263
0.36180,21.737,-44.666,44.666,0.20238
0.36190,21.912,-44.664,44.664,0.20213
0.36200,22.087,-44.661,44.661,0.20188
0.36210,22.263,-44.659,44.659,0.20163
0.36220,22.438,-44.657,44.657,0.20138
0.36230,22.612,-44.654,44.654,0.20112
0.36240,22.787,-44.652,44.652,0.20086
0.36250,22.961,-44.649,44.649,0.20060
0.36260,23.135,-44.647,44.647,0.20034
0.36270,23.309,-44.644,44.644,0.20008
0.36280,23.482,-44.641,44.641,0.19981
0.36290,23.656,-44.639,44.639,0.19954
0.36300,23.829,-44.636,44.636,0.19927
0.36310,24.002,-44.633,44.633,0.19900
0.36320,24.174,-44.631,44.631,0.19873
0.36330,24.347,-44.628,44.628,0.19845
0.36340,24.519,-44.625,44.625,0.19817
0.36350,24.691,-44.622,44.622,0.19789
0.36360,24.863,-44.619,44.619,0.19761
0.36370,25.034,-44.616,44.616,0.19733
0.36380,25.205,-44.613,44.613,0.19704
0.36390,25.376,-44.610,44.610,0.19676
0.36400,25.547,-44.607,44.607,0.19647
0.36410,25.717,-44.604,44.604,0.19617
0.36420,25.887,-44.600,44.600,0.19588
0.36430,26.057,-44.597,44.597,0.19559
0.36440,26.227,-44.594,44.594,0.19529
0.36450,26.396,-44.591,44.591,0.19499
0.36460,26.565,-44.587,44.587,0.19469
0.36470,26.734,-44.584,44.584,0.19439
0.36480,26.903,-44.580,44.580,0.19408
0.36490,27.071,-44.577,44.577,0.19377
0.36500,27.239,-44.573,44.573,0.19347
0.36510,27.407,-44.569,44.569,0.19315
0.36520,27.575,-44.566,44.566,0.19284
0.36530,27.742,-44.562,44.562,0.19253
0.36540,27.909,-44.558,44.558,0.19221
0.36550,28.076,-44.554,44.554,0.19189
0.36560,28.242,-44.550,44.550,0.19157
0.36570,28.408,-44.546,44.546,0.19125
0.36580,28.574,-44.542,44.542,0.19093
0.36590,28.740,-44.538,44.538,0.19060
0.36600,28.905,-44.534,44.534,0.19027
0.36610,29.070,-44.530,44.530,0.18994
0.36620,29.235,-44.525,44.525,0.18961
0.36630,29.399,-44.521,44.521,0.18928
0.36640,29.564,-44.516,44.516,0.18894
0.36650,29.728,-44.512,44.512,0.18861
0.36660,29.891,-44.507,44.507,0.18827
0.36670,30.054,-44.503,44.503,0.18793
0.36680,30.217,-44.498,44.498,0.18758
0.36690,30.380,-44.493,44.493,0.18724
0.36700,30.542,-44.488,44.488,0.18689
0.36710,30.705,-44.484,44.484,0.18655
0.36720,30.866,-44.479,44.479,0.18620
0.36730,31.028,-44.473,44.473,0.18584
0.36740,31.189,-44.468,44.468,0.18549
0.36750,31.350,-44.463,44.463,0.18513
0.36760,31.510,-44.458,44.458,0.18478
0.36770,31.671,-44.452,44.452,0.18442
0.36780,31.831,-44.447,44.447,0.18406
0.36790,31.990,-44.441,44.441,0.18369
0.36800,32.150,-44.436,44.436,0.18333
0.36810,32.309,-44.430,44.430,0.18296
0.36820,32.467,-44.424,44.424,0.18260
0.36830,32.626,-44.418,44.418,0.18223
0.36840,32.784,-44.413,44.413,0.18185
0.36850,32.941,-44.406,44.406,0.18148
0.36860,33.099,-44.400,44.400,0.18110
0.36870,33.256,-44.394,44.394,0.18073
0.36880,33.413,-44.388,44.388,0.18035
0.36890,33.569,-44.381,44.381,0.17997
0.36900,33.725,-44.375,44.375,0.17959
0.36910,33.881,-44.368,44.368,0.17920
0.36920,34.036,-44.361,44.361,0.17881
0.36930,34.191,-44.355,44.355,0.17843
0.36940,34.346,-44.348,44.348,0.17804
0.36950,34.500,-44.341,44.341,0.17765
0.36960,34.654,-44.333,44.333,0.17725
0.36970,34.808,-44.326,44.326,0.17686
0.36980,34.961,-44.319,44.319,0.17646
0.36990,35.114,-44.311,44.311,0.17606
0.37000,35.267,-44.304,44.304,0.17566
0.37010,35.419,-44.296,44.296,0.17526
0.37020,35.571,-44.288,44.288,0.17486
0.37030,35.723,-44.280,44.280,0.17445
0.37040,35.874,-44.272,44.272,0.17405
0.37050,36.025,-44.264,44.264,0.17364
0.37060,36.176,-44.256,44.256,0.17323
0.37070,36.326,-44.247,44.247,0.17281
0.37080,36.476,-44.239,44.239,0.17240
0.37090,36.625,-44.230,44.230,0.17198
0.37100,36.774,-44.221,44.221,0.17157
0.37110,36.923,-44.212,44.212,0.17115
0.37120,37.072,-44.203,44.203,0.17073
0.37130,37.220,-44.194,44.194,0.17031
0.37140,37.367,-44.184,44.184,0.16988
0.37150,37.515,-44.175,44.175,0.16946
0.37160,37.661,-44.165,44.165,0.16903
0.37170,37.808,-44.155,44.155,0.16860
0.37180,37.954,-44.145,44.145,0.16817
0.37190,38.100,-44.135,44.135,0.16774
0.37200,38.245,-44.125,44.125,0.16730
0.37210,38.390,-44.114,44.114,0.16687
0.37220,38.535,-44.103,44.103,0.16643
0.37230,38.679,-44.093,44.093,0.16599
0.37240,38.823,-44.082,44.082,0.16555
0.37250,38.967,-44.070,44.070,0.16511
0.37260,39.110,-44.059,44.059,0.16466
0.37270,39.253,-44.048,44.048,0.16422
0.37280,39.395,-44.036,44.036,0.16377
0.37290,39.537,-44.024,44.024,0.16332
0.37300,39.679,-44.012,44.012,0.16287
0.37310,39.820,-44.000,44.000,0.16242
0.37320,39.961,-43.987,43.987,0.16197
0.37330,40.101,-43.974,43.974,0.16151
0.37340,40.241,-43.962,43.962,0.16106
0.37350,40.381,-43.948,43.948,0.16060
0.37360,40.520,-43.935,43.935,0.16014
0.37370,40.659,-43.922,43.922,0.15968
0.37380,40.797,-43.908,43.908,0.15921
0.37390,40.935,-43.894,43.894,0.15875
0.37400,41.073,-43.880,43.880,0.15828
0.37410,41.210,-43.865,43.865,0.15781
0.37420,41.347,-43.851,43.851,0.15734
0.37430,41.483,-43.836,43.836,0.15687
0.37440,41.619,-43.821,43.821,0.15640
0.37450,41.755,-43.806,43.806,0.15593
0.37460,41.890,-43.790,43.790,0.15545
0.37470,42.025,-43.774,43.774,0.15498
0.37480,42.159,-43.758,43.758,0.15450
0.37490,42.293,-43.742,43.742,0.15402
0.37500,42.426,-43.725,43.725,0.15354
0.37510,42.559,-43.708,43.708,0.15305
0.37520,42.692,-43.691,43.691,0.15257
0.37530,42.824,-43.674,43.674,0.15208
0.37540,42.956,-43.656,43.656,0.15159
0.37550,43.088,-43.638,43.638,0.15110
0.37560,43.219,-43.620,43.620,0.15061
0.37570,43.349,-43.601,43.601,0.15012
0.37580,43.479,-43.582,43.582,0.14963
0.37590,43.609,-43.563,43.563,0.14913
0.37600,43.738,-43.543,43.543,0.14864
0.37610,43.867,-43.523,43.523,0.14814
0.37620,43.995,-43.503,43.503,0.14764
0.37630,44.123,-43.483,43.483,0.14714
0.37640,44.251,-43.462,43.462,0.14664
0.37650,44.378,-43.441,43.441,0.14613
0.37660,44.505,-43.419,43.419,0.14563
0.37670,44.631,-43.397,43.397,0.14512
0.37680,44.756,-43.375,43.375,0.14461
0.37690,44.882,-43.352,43.352,0.14410
0.37700,45.007,-43.329,43.329,0.14359
0.37710,45.131,-43.306,43.306,0.14308
0.37720,45.255,-43.282,43.282,0.14257
0.37730,45.379,-43.258,43.258,0.14205
0.37740,45.502,-43.234,43.234,0.14153
0.37750,45.624,-43.209,43.209,0.14102
0.37760,45.747,-43.183,43.183,0.14050
0.37770,45.868,-43.157,43.157,0.13998
0.37780,45.990,-43.131,43.131,0.13945
0.37790,46.110,-43.105,43.105,0.13893
0.37800,46.231,-43.077,43.077,0.13840
0.37810,46.351,-43.050,43.050,0.13788
0.37820,46.470,-43.022,43.022,0.13735
0.37830,46.589,-42.993,42.993,0.13682
0.37840,46.708,-42.964,42.964,0.13629
0.37850,46.826,-42.935,42.935,0.13576
0.37860,46.943,-42.905,42.905,0.13523
0.37870,47.061,-42.875,42.875,0.13469
0.37880,47.177,-42.844,42.844,0.13416
0.37890,47.294,-42.812,42.812,0.13362
0.37900,47.409,-42.780,42.780,0.13308
0.37910,47.525,-42.748,42.748,0.13254
0.37920,47.639,-42.715,42.715,0.13200
0.37930,47.754,-42.681,42.681,0.13146
0.37940,47.868,-42.647,42.647,0.13091
0.37950,47.981,-42.612,42.612,0.13037
0.37960,48.094,-42.577,42.577,0.12982
0.37970,48.206,-42.541,42.541,0.12928
0.37980,48.318,-42.504,42.504,0.12873
0.37990,48.430,-42.467,42.467,0.12818
0.38000,48.541,-42.429,42.429,0.12763
0.38010,48.652,-42.391,42.391,0.12707
0.38020,48.762,-42.352,42.352,0.12652
0.38030,48.871,-42.312,42.312,0.12597
0.38040,48.980,-42.272,42.272,0.12541
0.38050,49.089,-42.231,42.231,0.12485
0.38060,49.197,-42.189,42.189,0.12429
0.38070,49.305,-42.147,42.147,0.12373
0.38080,49.412,-42.104,42.104,0.12317
0.38090,49.519,-42.060,42.060,0.12261
0.38100,49.625,-42.015,42.015,0.12205
0.38110,49.731,-41.970,41.970,0.12148
0.38120,49.836,-41.924,41.924,0.12092
0.38130,49.940,-41.877,41.877,0.12035
0.38140,50.045,-41.829,41.829,0.11978
0.38150,50.148,-41.780,41.780,0.11921
0.38160,50.252,-41.731,41.731,0.11864
0.38170,50.354,-41.681,41.681,0.11807
0.38180,50.457,-41.630,41.630,0.11749
0.38190,50.558,-41.578,41.578,0.11692
0.38200,50.660,-41.525,41.525,0.11634
0.38210,50.760,-41.472,41.472,0.11577
0.38220,50.861,-41.417,41.417,0.11519
0.38230,50.960,-41.362,41.362,0.11461
0.38240,51.060,-41.305,41.305,0.11403
0.38250,51.158,-41.248,41.248,0.11345
0.38260,51.257,-41.190,41.190,0.11287
0.38270,51.354,-41.131,41.131,0.11229
0.38280,51.452,-41.070,41.070,0.11170
0.38290,51.548,-41.009,41.009,0.11112
0.38300,51.645,-40.947,40.947,0.11053
0.38310,51.740,-40.884,40.884,0.10994
0.38320,51.835,-40.819,40.819,0.10935
0.38330,51.930,-40.754,40.754,0.10876
0.38340,52.024,-40.687,40.687,0.10817
0.38350,52.118,-40.620,40.620,0.10758
0.38360,52.211,-40.551,40.551,0.10699
0.38370,52.304,-40.481,40.481,0.10639
0.38380,52.396,-40.410,40.410,0.10580
0.38390,52.487,-40.337,40.337,0.10520
0.38400,52.578,-40.264,40.264,0.10460
0.38410,52.669,-40.189,40.189,0.10401
0.38420,52.759,-40.113,40.113,0.10341
0.38430,52.848,-40.036,40.036,0.10281
0.38440,52.937,-39.957,39.957,0.10220
0.38450,53.026,-39.878,39.878,0.10160
0.38460,53.114,-39.796,39.796,0.10100
0.38470,53.201,-39.714,39.714,0.10039
0.38480,53.288,-39.630,39.630,0.09979
0.38490,53.375,-39.545,39.545,0.09918
0.38500,53.460,-39.458,39.458,0.09858
0.38510,53.546,-39.370,39.370,0.09797
0.38520,53.630,-39.281,39.281,0.09736
0.38530,53.715,-39.190,39.190,0.09675
0.38540,53.798,-39.097,39.097,0.09614
0.38550,53.882,-39.003,39.003,0.09552
0.38560,53.964,-38.908,38.908,0.09491
0.38570,54.046,-38.811,38.811,0.09430
0.38580,54.128,-38.712,38.712,0.09368
0.38590,54.209,-38.612,38.612,0.09307
0.38600,54.290,-38.510,38.510,0.09245
0.38610,54.370,-38.406,38.406,0.09183
0.38620,54.449,-38.301,38.301,0.09121
0.38630,54.528,-38.194,38.194,0.09059
0.38640,54.606,-38.086,38.086,0.08997
0.38650,54.684,-37.975,37.975,0.08935
0.38660,54.761,-37.863,37.863,0.08873
0.38670,54.838,-37.749,37.749,0.08811
0.38680,54.914,-37.633,37.633,0.08748
0.38690,54.990,-37.516,37.516,0.08686
0.38700,55.065,-37.396,37.396,0.08623
0.38710,55.140,-37.275,37.275,0.08561
0.38720,55.214,-37.151,37.151,0.08498
0.38730,55.287,-37.026,37.026,0.08435
0.38740,55.360,-36.899,36.899,0.08372
0.38750,55.433,-36.770,36.770,0.08309
0.38760,55.505,-36.639,36.639,0.08246
0.38770,55.576,-36.505,36.505,0.08183
0.38780,55.647,-36.370,36.370,0.08120
0.38790,55.717,-36.232,36.232,0.08057
0.38800,55.787,-36.093,36.093,0.07993
0.38810,55.856,-35.951,35.951,0.07930
0.38820,55.924,-35.807,35.807,0.07866
0.38830,55.992,-35.661,35.661,0.07803
0.38840,56.060,-35.513,35.513,0.07739
0.38850,56.127,-35.362,35.362,0.07675
0.38860,56.193,-35.209,35.209,0.07611
0.38870,56.259,-35.054,35.054,0.07547
0.38880,56.324,-34.897,34.897,0.07483
0.38890,56.389,-34.737,34.737,0.07419
0.38900,56.453,-34.574,34.574,0.07355
0.38910,56.516,-34.410,34.410,0.07291
0.38920,56.579,-34.243,34.243,0.07227
0.38930,56.642,-34.073,34.073,0.07162
0.38940,56.704,-33.901,33.901,0.07098
0.38950,56.765,-33.726,33.726,0.07033
0.38960,56.826,-33.549,33.549,0.06969
0.38970,56.886,-33.369,33.369,0.06904
0.38980,56.946,-33.187,33.187,0.06839
0.38990,57.005,-33.002,33.002,0.06775
0.39000,57.063,-32.815,32.815,0.06710
0.39010,57.121,-32.625,32.625,0.06645
0.39020,57.179,-32.432,32.432,0.06580
0.39030,57.236,-32.236,32.236,0.06515
0.39040,57.292,-32.038,32.038,0.06450
0.39050,57.348,-31.837,31.837,0.06385
0.39060,57.403,-31.633,31.633,0.06319
0.39070,57.457,-31.426,31.426,0.06254
0.39080,57.511,-31.217,31.217,0.06189
0.39090,57.565,-31.004,31.004,0.06123
0.39100,57.618,-30.789,30.789,0.06058
0.39110,57.670,-30.571,30.571,0.05992
0.39120,57.722,-30.350,30.350,0.05927
0.39130,57.773,-30.126,30.126,0.05861
0.39140,57.823,-29.899,29.899,0.05795
0.39150,57.873,-29.670,29.670,0.05730
0.39160,57.923,-29.437,29.437,0.05664
0.39170,57.972,-29.201,29.201,0.05598
0.39180,58.020,-28.962,28.962,0.05532
0.39190,58.068,-28.721,28.721,0.05466
0.39200,58.115,-28.476,28.476,0.05400
0.39210,58.162,-28.228,28.228,0.05334
0.39220,58.208,-27.977,27.977,0.05268
0.39230,58.253,-27.723,27.723,0.05201
0.39240,58.298,-27.466,27.466,0.05135
0.39250,58.342,-27.206,27.206,0.05069
0.39260,58.386,-26.943,26.943,0.05002
0.39270,58.429,-26.677,26.677,0.04936
0.39280,58.472,-26.407,26.407,0.04870
0.39290,58.514,-26.135,26.135,0.04803
0.39300,58.555,-25.859,25.859,0.04737
0.39310,58.596,-25.580,25.580,0.04670
0.39320,58.636,-25.298,25.298,0.04603
0.39330,58.676,-25.013,25.013,0.04537
0.39340,58.715,-24.725,24.725,0.04470
0.39350,58.753,-24.434,24.434,0.04403
0.39360,58.791,-24.139,24.139,0.04336
0.39370,58.829,-23.842,23.842,0.04269
0.39380,58.865,-23.541,23.541,0.04203
0.39390,58.902,-23.237,23.237,0.04136
0.39400,58.937,-22.930,22.930,0.04069
0.39410,58.972,-22.621,22.621,0.04002
0.39420,59.007,-22.307,22.307,0.03935
0.39430,59.041,-21.991,21.991,0.03867
0.39440,59.074,-21.672,21.672,0.03800
0.39450,59.107,-21.350,21.350,0.03733
0.39460,59.139,-21.025,21.025,0.03666
0.39470,59.170,-20.696,20.696,0.03599
0.39480,59.201,-20.365,20.365,0.03531
0.39490,59.232,-20.031,20.031,0.03464
0.39500,59.261,-19.694,19.694,0.03397
0.39510,59.290,-19.354,19.354,0.03329
0.39520,59.319,-19.010,19.010,0.03262
0.39530,59.347,-18.665,18.665,0.03194
0.39540,59.375,-18.316,18.316,0.03127
0.39550,59.401,-17.964,17.964,0.03059
0.39560,59.428,-17.610,17.610,0.02992
0.39570,59.453,-17.253,17.253,0.02924
0.39580,59.478,-16.893,16.893,0.02857
0.39590,59.503,-16.530,16.530,0.02789
0.39600,59.527,-16.165,16.165,0.02721
0.39610,59.550,-15.798,15.798,0.02654
0.39620,59.573,-15.427,15.427,0.02586
0.39630,59.595,-15.054,15.054,0.02518
0.39640,59.617,-14.679,14.679,0.02450
0.39650,59.638,-14.301,14.301,0.02383
0.39660,59.658,-13.921,13.921,0.02315
0.39670,59.678,-13.539,13.539,0.02247
0.39680,59.697,-13.154,13.154,0.02179
0.39690,59.716,-12.767,12.767,0.02111
0.39700,59.734,-12.377,12.377,0.02043
0.39710,59.751,-11.986,11.986,0.01975
0.39720,59.768,-11.593,11.593,0.01908
0.39730,59.784,-11.197,11.197,0.01840
0.39740,59.800,-10.800,10.800,0.01772
0.39750,59.815,-10.401,10.401,0.01704
0.39760,59.830,-9.999,9.999,0.01636
0.39770,59.843,-9.597,9.597,0.01568
0.39780,59.857,-9.192,9.192,0.01500
0.39790,59.869,-8.786,8.786,0.01431
0.39800,59.882,-8.378,8.378,0.01363
0.39810,59.893,-7.969,7.969,0.01295
0.39820,59.904,-7.558,7.558,0.01227
0.39830,59.914,-7.146,7.146,0.01159
0.39840,59.924,-6.732,6.732,0.01091
0.39850,59.933,-6.317,6.317,0.01023
0.39860,59.942,-5.902,5.902,0.00955
0.39870,59.950,-5.485,5.485,0.00887
0.39880,59.957,-5.067,5.067,0.00818
0.39890,59.964,-4.648,4.648,0.00750
0.39900,59.970,-4.228,4.228,0.00682
0.39910,59.976,-3.807,3.807,0.00614
0.39920,59.981,-3.386,3.386,0.00546
0.39930,59.985,-2.964,2.964,0.00477
0.39940,59.989,-2.542,2.542,0.00409
0.39950,59.993,-2.119,2.119,0.00341
0.39960,59.995,-1.696,1.696,0.00273
0.39970,59.997,-1.272,1.272,0.00205
0.39980,59.999,-0.848,0.848,0.00136
0.39990,60.000,-0.424,0.424,0.00068
